ID	Role	BG	StartMovementId	EndMovementId	BGM	EFF	VoiceWait
999999		BG/AVG/avg_bg_001.jpg	99999901	99999901			
101101	977	BG/AVG/avg_bg_001.jpg	10110101	10110101		EventVo101101.mp3	
101102	977	BG/AVG/avg_bg_001.jpg	10110201	10110201		EventVo101102.mp3	
101103	977	BG/AVG/avg_bg_001.jpg	10110301	10110301		EventVo101103.mp3	
101104	977	BG/AVG/avg_bg_001.jpg	10110401	10110401		EventVo101104.mp3	
101105		BG/AVG/avg_bg_001.jpg	10110501	10110503			
101106	2	BG/AVG/avg_bg_115.jpg	10110601	10110602	StoryBgm1.mp3		
101107	2	BG/AVG/avg_bg_115.jpg	10110701	10110701	StoryBgm1.mp3		
101108	999	BG/AVG/avg_bg_115.jpg	10110801	10110801	StoryBgm1.mp3		
101109	2	BG/AVG/avg_bg_115.jpg	10110901	10110901	StoryBgm1.mp3		
101110	2	BG/AVG/avg_bg_115.jpg	10111001	10111001	StoryBgm1.mp3		
101111	999	BG/AVG/avg_bg_115.jpg	10111101	10111101	StoryBgm1.mp3		
101112	2	BG/AVG/avg_bg_115.jpg	10111201	10111201	StoryBgm1.mp3		
101113	2	BG/AVG/avg_bg_115.jpg	10111301	10111301	StoryBgm1.mp3		
101114	999	BG/AVG/avg_bg_115.jpg	10111401	10111401	StoryBgm1.mp3		
101115	999	BG/AVG/avg_bg_115.jpg	10111501	10111501	StoryBgm1.mp3		
101116	17	BG/AVG/avg_bg_115.jpg	10111601	10111602	StoryBgm1.mp3		
101117	999	BG/AVG/avg_bg_115.jpg	10111701	10111701	StoryBgm1.mp3		
101118	17	BG/AVG/avg_bg_115.jpg	10111801	10111802	StoryBgm1.mp3		
101119	17	BG/AVG/avg_bg_115.jpg	10111901	10111901	StoryBgm1.mp3		
101120	17	BG/AVG/avg_bg_115.jpg	10112001	10112001	StoryBgm1.mp3		
101121	999	BG/AVG/avg_bg_115.jpg	10112101	10112101	StoryBgm1.mp3		
101122	13	BG/AVG/avg_bg_115.jpg	10112201	10112203	StoryBgm1.mp3		
101123	13	BG/AVG/avg_bg_115.jpg	10112301	10112301	StoryBgm1.mp3		
101124	13	BG/AVG/avg_bg_115.jpg	10112401	10112401	StoryBgm1.mp3		
101125	17	BG/AVG/avg_bg_115.jpg	10112501	10112502	StoryBgm1.mp3		
101126	17	BG/AVG/avg_bg_115.jpg	10112601	10112601	StoryBgm1.mp3		
101127	13	BG/AVG/avg_bg_115.jpg	10112701	10112702	StoryBgm1.mp3		
101128	13	BG/AVG/avg_bg_115.jpg	10112801	10112801	StoryBgm1.mp3		
101129	13	BG/AVG/avg_bg_115.jpg	10112901	10112901	StoryBgm1.mp3		
101130	17	BG/AVG/avg_bg_115.jpg	10113001	10113002	StoryBgm1.mp3		
101131	17	BG/AVG/avg_bg_115.jpg	10113101	10113101	StoryBgm1.mp3		
101132	981	BG/AVG/avg_bg_115.jpg	10113201	10113201	StoryBgm2.mp3		
101133	2	BG/AVG/avg_bg_115.jpg	10113301	10113303	StoryBgm2.mp3		
101134	999	BG/AVG/avg_bg_115.jpg	10113401	10113401	StoryBgm2.mp3		
101201	2	BG/AVG/avg_bg_115.jpg	10120101	10120102	StoryBgm1.mp3		
101202	2	BG/AVG/avg_bg_115.jpg	10120201	10120201	StoryBgm1.mp3		
101203	999	BG/AVG/avg_bg_115.jpg	10120301	10120301	StoryBgm1.mp3		
101204	999	BG/AVG/avg_bg_115.jpg	10120401	10120401	StoryBgm1.mp3		
101205	17	BG/AVG/avg_bg_115.jpg	10120501	10120502	StoryBgm1.mp3		
101206	999	BG/AVG/avg_bg_115.jpg	10120601	10120601	StoryBgm1.mp3		
101207	999	BG/AVG/avg_bg_115.jpg	10120701	10120701	StoryBgm1.mp3		
101208	999	BG/AVG/avg_bg_115.jpg	10120801	10120801	StoryBgm1.mp3		
101209	17	BG/AVG/avg_bg_115.jpg	10120901	10120902	StoryBgm1.mp3		
